SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1329.25,1333,1314,1316.05,1314,1318.4,199,800,1057155,
500003,AEGIS LOGIS ,A ,Q,189.9,189.9,182.05,183.4,183,186.05,564,10230,1899725,
500008,AMAR RAJA BA,A ,Q,630,630,617.2,620.7,622.75,622.2,328,10706,6658915,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
523756,SREIINFRA   ,A ,Q,11.1,11.15,10.25,10.88,10.91,10.66,143,94009,1033693,
523768,GUJ.BOROSIL ,X ,Q,62,65,62,63,63,60.9,122,10553,665641,
523782,MITSHI      ,XT,Q,50.5,55.4,50.5,51.85,55,53.1,51,3411,175470,
523792,MAZDA LTD   ,B ,Q,350,352,333.05,333.5,333.05,337.55,27,50,17153,
523796,VICEROY HOTE,T ,Q,1.22,1.27,1.16,1.24,1.26,1.22,27,8047,9528,
523828,MENON BEAR. ,B ,Q,59.6,60.15,59,59.3,60.15,60,7,200,11864,
523836,GUJ.RAFFIA  ,T ,Q,9.75,9.75,9.75,9.75,9.75,9.75,2,50,487,
523838,SIMPLX INFRA,B ,Q,47.95,50,45.25,48.75,48.5,46.2,16,416,19372,
523840,INN.TECH.PAC,X ,Q,13.8,13.8,13.7,13.74,13.74,13.5,5,601,8276,
523842,SUPER TANNER,X ,Q,1.86,1.86,1.86,1.86,1.86,1.87,2,1000,1860,
523844,INVICTA MED ,XT,Q,4.41,4.41,4.4,4.4,4.4,4.42,6,20000,88050,
523850,AXTEL INDUS.,X ,Q,83,84.4,80.1,82.85,80.1,82.5,14,2221,184155,
523888,V.R. WOODART,ZP,Q,7.71,7.71,7.71,7.71,7.71,8.11,1,100,771,
524000,MAGMA FIN   ,A ,Q,61.5,61.5,56.4,56.95,56.95,59.05,181,12410,718838,
524013,HIND.FLUROCA,B ,Q,10.75,11.7,10.68,11.7,11.7,11.86,4,109,1177,
524019,KINGFA      ,B ,Q,639,658,602,606.1,612.35,607,21,412,253735,
524037,RAMA PHOSPH ,X ,Q,46.75,46.75,43,43.8,44.35,46.05,29,2108,91864,
524051,POLYPLEX    ,B ,Q,439.65,443.8,438,441.1,441.1,439.65,135,1110,489588,
524075,ALBERT DAVID,B ,Q,333,333,329,330.05,330,331.15,242,444,146791,
524084,MONSANTO (I),A ,Q,2030.7,2081,1927,2060.5,2060,2048.35,39,279,546092,
524091,ACRYCIL LTD.,X ,Q,99,100,97.15,98.65,98,98.85,46,6027,594088,XD
524109,KABRA EXTR  ,B ,Q,62.1,62.55,62.1,62.55,62.55,63.25,10,490,30614,
524129,VINYL CHEM  ,B ,Q,70.9,70.9,63.8,64.2,65,64.35,80,1394,89408,
524164,IOL CHEM PH ,B ,Q,168.9,169.9,165.7,166.5,165.9,166.35,664,18281,3062127,
524174,KESAR PETRO ,X ,Q,5.45,5.8,5.45,5.47,5.46,5.58,60,19220,106205,
524200,VINATI ORG. ,A ,Q,2175,2205,2168.85,2193.65,2200,2151.55,290,1306,2860595,
524202,LACTOSE(I)  ,XT,Q,24.75,24.85,24,24.85,24.85,23.7,15,2233,55308,
524208,AARTI INDUST,A ,Q,1583.95,1584,1570.55,1581.4,1578.4,1568.85,231,765,1207502,
524218,RESONANCE   ,XT,Q,28.25,29.5,28.25,29.1,29.1,28.75,10,3071,89269,
524226,GUJ AMB EXP ,B ,Q,144.9,159.95,143.15,153,151.1,143.9,837,12743,1925574,
524230,RASHTR.CHEM.,A ,Q,40.95,41.75,40.6,41.05,41.05,40.55,530,87947,3620703,
524280,KOPRAN LTD. ,B ,Q,28.15,28.9,28,28.4,28,28.25,117,3692,105198,
524288,AIMCO PESTI.,X ,Q,89.85,94,89.35,94,94,89.85,42,1533,140069,
524324,SEYAIND     ,B ,Q,387,395.9,387,394,394,386.4,55,2480,966990,
524330,JAYANT AGRO ,B ,Q,162,166,158.5,160.7,161,165.45,26,1097,176307,
524332,BCLIL       ,X ,Q,66.35,66.35,62.25,63.6,63.6,64,44,5326,339816,
524336,SH.HARI CHEM,X ,Q,19.1,19.1,19.1,19.1,19.1,20.1,7,275,5252,
524342,INDOBORAXC  ,X ,Q,365,365,353,363,363,357.05,9,60,21462,XD
524348,AARTI DRUGS ,B ,Q,456.15,457.85,452.35,454.85,452.35,456.45,124,517,235467,
524370,BODAL CHEM  ,B ,Q,69.7,71.2,69.5,70.15,70.15,68.7,502,13856,974766,
524394,VIMTA LABS  ,B ,Q,90.65,92.55,90.65,92.05,92.05,90.55,19,266,24356,
524404,MARKSANS    ,B ,Q,14.1,14.5,14.1,14.3,14.3,14.04,119,48096,689116,
524412,AAREY DRUGS ,X ,Q,13.13,14.49,13.13,13.91,13.91,13.43,112,39665,538217,
524414,NORRIS MEDI.,XT,Q,7.1,7.1,7.1,7.1,7.1,7.1,1,60,426,
524440,CAMEX LTD   ,X ,Q,24.35,25.1,24.35,24.35,24.35,25,10,417,10154,
524444,KAVITIND    ,X ,Q,54.35,54.5,52,53.35,53.7,52.9,178,49487,2650617,
524470,SYNCOM FORM.,X ,Q,0.78,0.82,0.76,0.79,0.8,0.77,166,573137,456910,
524480,RIDHI SIDHI ,X ,Q,248.9,249,248.9,249,249,242,15,577,143661,XD
524488,SVCIND      ,XT,Q,1.45,1.56,1.45,1.56,1.56,1.49,15,21615,33275,
524494,IPCA LAB LTD,A ,Q,958,961.9,950,958,960,957.1,654,406715,386430585,
524500,KILITCH DRUG,B ,Q,105.5,108.8,105.2,105.55,105.3,104.75,298,1217,129080,
524506,CORAL LAB.  ,X ,Q,180.25,184.75,180.2,182.6,180.2,184.95,8,325,59032,
524516,BACIL PHARMA,XT,Q,2.38,2.38,2.38,2.38,2.38,2.38,2,10,23,
524518,KREBS BIOCHM,B ,Q,76,84.4,70.5,81.25,81.25,70.35,40,1828,139413,
524520,KMC SHIL    ,X ,Q,10.33,11.49,10.33,10.73,10.7,11.17,46,5063,55856,
524542,SUKJIT STRCH,X ,Q,188.35,188.85,183,188.8,188.85,181.75,29,1155,216343,
524558,NEULAND LAB.,B ,Q,476.1,497,476.1,485.2,485.2,482.65,55,774,376701,
524564,GAYATRI BIO ,XT,Q,1.48,1.5,1.48,1.5,1.5,1.48,3,1200,1778,
524570,PODDAR PIGM.,B ,Q,156,156,147.4,147.4,147.4,145.6,13,452,68994,
524576,VIVID IND   ,X ,Q,18.75,18.95,18.55,18.95,18.95,18.45,16,868,16251,
524582,TIRUPATI STA,XT,Q,24.7,27.3,24.7,27.15,27.3,26,7,500,13085,
524594,ASHOK-ALCO  ,X ,Q,22.05,22.05,20,20.25,20.25,22.05,53,4967,100606,
524610,RATHI GRAPH.,X ,Q,1.48,1.48,1.48,1.48,1.48,1.55,1,574,849,
524634,ALU FLUORIDE,X ,Q,95.65,98,94.5,95.9,95.9,92.95,66,3271,313752,
524640,ARCHITORG   ,X ,Q,9.05,9.5,8.89,9.39,9.39,9.35,17,14807,133562,
524648,INDO AMINES ,X ,Q,62.8,69.7,59.5,63.1,69.7,59.5,28,3156,198872,
524652,IND.SWIFT LT,B ,Q,3.95,3.95,3.62,3.85,3.85,3.99,11,2240,8221,
524654,NATURAL CAPS,X ,Q,47.35,47.35,47.35,47.35,47.35,45.1,6,550,26042,
524661,WELCURE DRUG,XT,Q,0.48,0.48,0.44,0.48,0.48,0.46,9,14915,7155,
524663,BH.IMMUN&BIO,B ,Q,6.38,6.38,6.07,6.28,6.28,6.06,23,3184,19513,
524667,SOTL        ,B ,Q,862.05,903.8,862,898.45,903,871.65,66,136,121783,
524669,HESTER BISC ,B ,Q,1635.95,1642.3,1611,1622.3,1615,1609.85,13,90,146252,
524687,BASANT AGRO ,X ,Q,2.84,3,2.83,3,3,2.9,23,9963,29425,
524689,PARENT.DRUGS,T ,Q,3.27,3.27,3.27,3.27,3.27,3.12,1,666,2177,
524699,KILBURN CHEM,X ,Q,15.55,15.55,15.2,15.3,15.3,16,7,1475,22825,
524703,SANDU PHARMA,X ,Q,16.45,16.45,15,16.2,16.2,16.1,6,560,8729,
524709,NACLIND     ,B ,Q,26,26.4,25.8,25.95,25.95,25.65,16,4968,129734,
524711,VISTA PHARMA,X ,Q,8.92,8.92,8.92,8.92,8.92,8.5,4,2364,21086,
524715,SUN PHARMA. ,A ,Q,428,433.75,423.8,431.95,431.95,426.4,6270,415636,178532817,
524717,TITAN BIOTEC,X ,Q,31.5,33.45,30.95,31.75,31.75,31.35,84,5749,182369,
524727,SDL         ,X ,Q,21.4,21.4,21.4,21.4,21.4,22.5,1,10,214,
524731,JENBURKT PH.,X ,Q,430,430,419,423.65,430,421.5,22,235,99896,
524735,HIKAL LTD.  ,B ,Q,145.1,151.6,143,146.6,146.55,142.45,1066,29277,4326049,
524742,CAPLIN POINT,B ,Q,424.15,424.15,414.7,417.95,417,417.95,102,576,241473,
524752,COMBAT DRUGS,X ,Q,20.05,21.1,20.05,21.1,21.1,21.1,2,55,1108,
524758,WINTAC LTD  ,X ,Q,170,179.9,170,179.9,179.9,180,2,205,35147,
524764,NUTRA       ,X ,Q,7.8,7.98,7.75,7.94,7.97,7.9,15,873,6880,
524768,EMMESSAR BIO,X ,Q,11.9,11.9,11.9,11.9,11.9,11.9,2,17,202,
524774,NGL FINE CHM,XT,Q,490,490,475.25,475.25,475.25,489.95,28,2149,1052094,
524790,EVEREST ORG.,X ,Q,214,234.9,214,224,224,221.2,133,2785,638424,
524804,AUROB.PHARMA,A ,Q,598.95,614.45,598.95,612.75,612.75,598.95,1758,96847,59027495,
524808,PHYTOCHEM I.,X ,Q,19,20,18.2,20,20,19.1,8,305,5873,
524816,NATCO PHARM ,A ,Q,550.5,567,545,557.2,556.25,541.75,602,10112,5658708,
524818,DYNAMIC IND.,X ,Q,57,57,54.2,56.5,56.5,57,8,520,29202,
524820,PANAMA PETRO,B ,Q,66.85,68.85,65.35,66.5,66.5,67.5,197,1621,108073,
524824,BAL PHARMA  ,B ,Q,40.7,40.7,38.5,38.6,38.55,39.05,43,1251,48238,
524828,BDH INDUS.  ,XT,Q,67.15,70.25,67.15,68.95,68.95,67,12,433,29494,
526027,CUBEX TUBING,B ,Q,9.64,9.64,8.51,8.88,8.88,9.45,7,782,6674,
526043,POLYMECH.MCH,X ,Q,20.35,22,20.3,21.45,20.3,21.1,6,595,12271,
526073,GALAXY BEAR.,XT,Q,152.4,152.45,152.4,152.45,152.45,145.2,3,170,25914,
526093,SATVAH.ISPAT,T ,Q,8.13,8.13,8.13,8.13,8.13,8.55,5,2201,17894,
526117,SHERVANI IND,X ,Q,417,458.95,417,450.6,458.55,432.9,54,507,228056,
526125,ARI.TOURNESO,XT,Q,20.75,20.75,20.75,20.75,20.75,21.8,1,1,20,
526137,SHETRON LTD ,X ,Q,21.7,21.7,20,20.1,20.1,20.9,4,550,11370,
526139,TRANSGENE BI,XT,Q,2.7,2.78,2.7,2.78,2.78,2.7,5,120,329,
526143,MPL         ,XT,Q,4.1,4.48,4.08,4.38,4.38,4.28,16,8241,34175,
526161,SPENTA INT. ,X ,Q,54,54,53.7,53.7,53.7,56.5,11,60,3225,
526169,MULTIBASE I ,X ,Q,123,124.7,121.1,122.55,122.55,122.7,30,1784,219361,
526173,ANDREW YULE ,B ,Q,11.51,11.79,11.51,11.55,11.52,11.55,58,17515,203285,
526179,LUDOLOW JUTE,X ,Q,54,55.55,53.6,55.2,55,53.65,52,4449,243084,
526195,NEOGEM INDIA,XT,Q,3.46,3.46,3.46,3.46,3.46,3.3,1,1000,3460,
526225,BLOOM DEKOR ,X ,Q,7.7,8.4,7.7,8.4,8.4,8,4,843,6584,
526227,FILATEX INDI,B ,Q,38.15,39.55,37.85,39.45,39.5,38,504,254575,9982735,
526235,MERCATOR    ,T ,Q,1.16,1.28,1.16,1.28,1.28,1.22,20,9250,11464,
526247,PREMIER EXPL,B ,Q,169.45,169.65,164,166.8,166.8,167.95,54,390,65446,
526263,MOLD-TEK TEC,B ,Q,47.8,47.8,47.8,47.8,47.8,48.1,1,250,11950,
526299,MPHASIS LTD ,A ,Q,968.2,970.8,961,967.85,970,969.55,82,838,808804,
526301,MEDINOVA DIA,XT,Q,12.83,12.83,12.83,12.83,12.83,13.5,3,20,256,
526315,DIVYA.GRANIT,X ,Q,72.85,74,68.1,70.8,74,70.8,14,3270,237808,
526325,ORIENT PRESS,B ,Q,112,112,112,112,112,113,1,5,560,
526365,SWARNASA    ,X ,Q,8.51,8.51,7.72,8,8,8.11,18,6375,50314,
526367,GANESH HSG. ,B ,Q,34.5,35,33.85,34.25,34.95,34,45,299,10243,XD
526371,NMDC LTD    ,A ,Q,79.65,82.75,79.45,81.1,81.1,79.65,892,182046,14803547,
526381,PAT INT LOG ,B ,Q,20,20.5,20,20.5,20.5,19.6,10,736,14970,
526397,ALPHAGEO (I),B ,Q,203.15,206.35,199,200.2,199,201.2,80,1495,302298,
526409,KKALPANAIND ,X ,Q,17.45,17.45,15.9,15.9,15.9,16.05,10,739,11878,
526415,OK PLAY (I) ,XT,Q,20,20.4,19.55,20.2,20.4,19.85,10,754,14947,
526423,KRITI INDUS.,X ,Q,21.05,23,21.05,23,23,22,14,978,22348,
526433,ASM TECHNOLO,X ,Q,90,90,88.5,88.5,88.5,88.85,3,95,8445,
526435,PERFECTPAC  ,X ,Q,150,150,150,150,150,150,1,100,15000,
526441,VISIONCINE  ,XT,Q,1.05,1.1,1.05,1.1,1.1,1.05,10,6314,6759,
526471,WINSOME BREW,XT,Q,2.66,2.66,2.66,2.66,2.66,2.8,4,361,960,
526479,SKY INDUST. ,X ,Q,30,30,30,30,30,32.45,3,97,2910,
526492,RISHIROOP   ,X ,Q,36.2,36.2,33,34.25,33.65,36.05,56,13822,464409,
526508,SHAHISHIP   ,XT,Q,5.56,5.56,5.56,5.56,5.56,5.56,2,99,550,
526519,ALPINE HSG. ,X ,Q,11.4,11.4,11.4,11.4,11.4,11.99,2,623,7102,
526521,SANGHI IND. ,B ,Q,48.5,49.2,47.55,48.65,48.65,47.7,17,1571,75212,
526538,MAXIMAA SYST,X ,Q,2.2,2.2,2.2,2.2,2.2,2.27,2,50,110,
526544,SCANP GEOM  ,X ,Q,26.15,26.15,24.65,24.75,24.75,25.15,11,1550,38626,
526546,CHOKSI LABOR,X ,Q,11.25,12.43,11.25,12.43,12.43,11.84,4,151,1701,
526550,CCHHL       ,B ,Q,3.75,3.78,3.53,3.75,3.75,3.6,24,9119,34148,
526554,SALGUTI IND ,XT,Q,16.3,16.3,16.3,16.3,16.3,17.15,1,1,16,
526568,LONGVIEW TEA,XT,Q,7.98,8.4,7.98,8.4,8.4,8.4,8,1175,9440,
526582,TPL PLAST   ,B ,Q,103.25,104.4,103.25,104.4,104.4,103.8,3,22,2283,
526586,WIM PLAST LT,X ,Q,405,405,381,389.35,393,388.9,293,1098,425317,
526596,LIBERTY SHOE,B ,Q,83.6,88.45,81.3,86.25,86.55,82.05,220,10105,870084,
526604,LIPPI SYSTEM,XT,Q,8.56,8.56,8.55,8.55,8.55,9,3,500,4276,
526608,ELECTROTHERM,B ,Q,144.95,146.95,144.5,146,146,141.8,11,153,22347,
526612,BLUE DART EX,A ,Q,2178.05,2197.8,2160,2170.15,2170.15,2176.75,17,52,113016,
526616,NAT.PLASTIC ,X ,Q,24.25,25.8,24.25,24.7,24.7,24.5,18,1070,26695,
526622,MFL INDIA   ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,12001,2280,
526640,ROYALE MANOR,XT,Q,12.1,12.71,12.1,12.3,12.47,12.11,50,37144,458437,
526642,MIRZA INTER ,B ,Q,52.3,54,52.15,52.9,52.85,52.2,242,30242,1603968,
526650,TOURISM FINA,B ,Q,84.3,85.1,83,84.5,84.9,83.4,113,7253,609421,
526666,BHARTIYA INT,T ,Q,222.6,222.6,222.6,222.6,222.6,233.25,1,5,1113,
526668,KAMAT HOTELS,B ,Q,33,33,31.05,32.1,31.25,32.2,68,3351,108353,
526687,POLO HOTELS ,X ,Q,4.63,4.63,4.25,4.25,4.25,4.41,2,51,217,
526703,ECOPLAST LTD,X ,Q,110.05,110.5,110,110.25,110,115.45,5,220,24251,
526707,ALCHEMIST LT,T ,Q,1.01,1.01,1.01,1.01,1.01,1.01,2,102,103,
526717,GOPALA POLY.,X ,Q,6.98,6.98,6.98,6.98,6.98,7.12,1,100,698,
526721,NICCO PARKS ,XT,Q,22.6,22.6,21.55,22,22,22.6,13,1223,26722,
526723,NTC INDUST  ,X ,Q,37.95,39.75,37.95,39.75,39.75,37.55,3,21,816,
526725,SANDESH LTD.,B ,Q,550,550,550,550,550,567.45,14,75,41250,
526729,GOLDIAM INT.,B ,Q,101.35,104.75,100.75,103.5,103.5,100.9,315,6612,682502,
526731,BRIGHT BROS.,X ,Q,53.5,58,53.5,56,56,54,6,6,337,
526737,CORPOR COUR ,X ,Q,10.9,10.9,10.9,10.9,10.9,10.41,1,5,54,
526739,NARMADA GEL ,X ,Q,156.9,156.9,152.85,154.4,154.1,153.15,15,447,69044,
526747,P.G.FOILS   ,X ,Q,73,73.1,69,73,73,70,28,1472,106580,
526755,VELAN HOTELS,X ,Q,4.39,4.4,3.41,3.94,3.99,3.73,23,1174,4860,
526761,HOWARD HOTEL,XT,Q,9.25,9.25,9.25,9.25,9.25,8.85,1,1,9,
526775,VALIANT COMM,X ,Q,26.6,26.6,26.6,26.6,26.6,26.1,3,55,1463,
526783,DR.AGAR.EYE ,XT,Q,291,315,286,300,300,301,12,2200,654646,
526797,GREENPLY IND,B ,Q,137,143.15,134.45,140.6,142.5,136.6,575,16299,2229417,
526801,PSL LTD     ,B ,Q,0.74,0.74,0.7,0.7,0.7,0.71,3,350,254,
526807,SEAMEC LTD  ,B ,Q,370,382.55,360.5,370.5,368.45,366.35,19,316,117620,
526817,CHEVIOT CO. ,X ,Q,639.15,660,620,631.6,630.05,644.75,81,916,583561,
526821,DAI-ICHI KAR,X ,Q,205,205,200,205,205,205.95,4,435,89050,
526829,CONFI PETRO ,B ,Q,23.8,24.15,23.6,23.9,23.95,23.25,83,21935,523986,
526839,SHELTER     ,X ,Q,13.2,13.2,13.2,13.2,13.2,12.7,1,5,66,
526851,AREX IND.   ,X ,Q,55.05,55.05,55.05,55.05,55.05,54.25,1,100,5505,
526853,BILCARE LTD.,XT,Q,16.14,16.14,16.14,16.14,16.14,15.38,40,5684,91739,
526861,RISHI LASER ,X ,Q,21.85,21.85,19.05,21.3,21.3,18.85,8,15202,331873,
526865,JAINCO PROJ.,X ,Q,0.48,0.48,0.44,0.48,0.48,0.46,11,4300,1995,
526881,63MOONS     ,B ,Q,102.2,108.45,99,108.45,108.45,103.3,949,61900,6504676,
526885,SARLA PER F ,B ,Q,23.95,24.6,23.4,23.6,23.6,23.85,132,1197,28675,
526899,HFIL        ,X ,Q,5.45,5.45,4.9,5,5,5.08,40,5731,28831,
526905,PADMAIND    ,X ,Q,63.95,64.95,54,57.95,57.95,60,21,2744,159082,
526917,CHD DEV LTD ,X ,Q,1.53,1.69,1.53,1.53,1.53,1.61,25,67235,102869,
526927,DION        ,X ,Q,2.95,2.95,2.95,2.95,2.95,3.1,1,50,147,
526931,HARIYANA SH.,X ,Q,40,40,38.35,39.45,39.5,39.9,26,660,26289,
526947,LA-OPALA RG ,B ,Q,181.95,184.05,175.6,177.55,177.65,176.2,132,456,80858,
526951,GOLDEN LAMIN,X ,Q,554,554,470.05,492.1,492.1,506.05,19,897,451273,
526953,VENUS REMEDI,B ,Q,24.75,24.75,23.1,23.15,23.15,23.7,9,257,6102,
526957,UDL         ,X ,Q,19,19,17,17.2,17.45,17.55,9,335,5893,
526971,DHOOT I.FIN.,X ,Q,18.05,18.95,18.05,18.85,18.9,19,22,2527,46405,
526987,URJA GLOBAL ,T ,Q,2.16,2.16,2.09,2.12,2.14,2.13,113,63470,134556,
527001,ASHAPURA LTD,T ,Q,26,26.7,25.4,25.45,26.55,25.45,41,12827,333877,
530001,GUJ.ALKALI  ,A ,Q,424.9,429.5,417.25,420.8,420.8,421,1322,6795,2873934,
530005,INDIA CEM.  ,A ,Q,74.5,74.8,73.65,74.25,74.25,73.05,1140,228879,16991575,
530007,JK TYRE IND ,A ,Q,61.4,61.75,60.95,61.35,61.35,61.4,589,49341,3026631,
530011,MANGLR.CHEM ,B ,Q,31.8,31.8,29.5,30.05,30.05,29.45,796,2875,86932,
530019,JUBILANT    ,A ,Q,446.95,454.8,442.05,453.05,451.7,444.55,656,13382,6001212,
530043,ACKNIT IND  ,X ,Q,48.6,50.95,48.45,49.3,48.45,49.95,18,924,45007,
530045,TITAN SECUR.,X ,Q,3,3.2,2.75,2.78,2.75,3,43,105243,293312,
530047,MOHOTAIND   ,B ,Q,14.7,14.7,13.33,13.9,13.9,14.03,22,553,7527,
530065,LORDSHOTL   ,XT,Q,5.34,5.34,5.34,5.34,5.34,5.13,1,80,427,
530067,CSLFINANCE  ,X ,Q,279,279,269.1,269.1,269.1,269.1,3,75,20202,
530073,SANGHVI MOVE,B ,Q,87.35,87.35,87.35,87.35,87.35,87.6,1,140,12229,
530075,SELAN EXPLOR,B ,Q,132.5,133.55,131.5,133.15,133,134.6,36,762,100941,
530077,FRESHTROP FR,X ,Q,92.3,97.45,92.3,96.1,97.45,93.05,62,2879,273029,
530079,FAZE THREE L,X ,Q,32.4,33.5,28.5,29.85,29.5,32.4,39,14328,435014,
530109,ANUPAM      ,X ,Q,11.55,11.65,11.55,11.65,11.65,11.59,84,11671,135565,
530117,FAIRCHEM    ,B ,Q,492.6,492.6,475.45,480.9,475.45,478.65,22,210,102149,
530119,NATRAJ PROTE,XT,Q,17.85,17.85,17.85,17.85,17.85,18.35,1,500,8925,
530125,SAMRAT PHARM,X ,Q,80,83.95,80,82.05,83,83.15,8,560,45514,
530129,NILE LTD.   ,X ,Q,188,188,187,187,187,190,3,910,171070,
530131,UDAIPUR CEME,X ,Q,12.66,13.08,12.66,12.97,12.91,12.95,72,21464,276212,
530135,OPTIEMUS    ,B ,Q,48.5,49.9,47.5,48.05,48.05,47.7,250,115141,5608813,
530145,KISAN MOULD.,X ,Q,16.25,16.25,15.15,15.55,15.55,15.65,64,15678,246678,
530151,VIJAY TEXTIL,X ,Q,30.1,31.85,30,31,31,30.65,38,11367,346023,
530163,KERALA AYUR ,X ,Q,45.75,45.75,42.5,42.5,42.5,42.55,42,2872,122643,
530169,MOHIT PAPER ,X ,Q,7.95,8,7.95,7.95,7.95,8.36,3,111,887,
530173,OSCAR GLOBAL,XT,Q,3.98,3.98,3.98,3.98,3.98,4.17,1,1000,3980,
530175,ODYSSEY TECH,X ,Q,20.85,20.9,20.85,20.9,20.9,19.5,4,150,3130,
530177,SPS INTL.   ,X ,Q,14.82,14.82,14.1,14.3,14.3,14.12,7,810,11927,
530185,SURAT TEXT. ,X ,Q,1.76,1.76,1.6,1.64,1.63,1.63,18,10880,18359,
530191,CHROMATIC IN,B ,Q,0.55,0.6,0.55,0.6,0.6,0.6,7,8300,4715,
530197,BAGADIA COLO,XT,Q,17.1,17.1,17,17,17,16.3,2,2,34,
530199,THEMIS MEDIC,B ,Q,164.45,164.55,163.95,164.55,164.55,156.75,48,381,62565,
530201,KALLAM      ,X ,Q,8.5,8.5,8.05,8.11,8.11,8.36,17,3900,32337,
530207,BRAWN BIO   ,XT,Q,28,28.1,28,28.1,28.1,26.8,5,350,9830,
530215,KINGSINFRA  ,X ,Q,25,25.75,24.7,25.7,25.75,25.25,39,3281,83763,
530233,AURO LAB.   ,X ,Q,52.95,52.95,48.05,49.95,51.8,49.2,21,7091,357110,
530239,SUVEN LIFE S,A ,Q,257.9,259.2,253.35,254.65,254.05,255.8,228,5870,1500051,
530245,ARYAMAN FIN.,X ,Q,42,42,42,42,42,40.55,15,110,4620,
530251,RISA INTL   ,X ,Q,0.52,0.52,0.52,0.52,0.52,0.54,6,50260,26135,
530259,INTER ST.OIL,X ,Q,9.5,9.66,9.5,9.66,9.66,9.2,5,996,9535,
530299,KOTHARI PROD,B ,Q,61.6,61.8,58,59.55,59.55,57.65,50,449,26866,
530305,PICCADILY AG,X ,Q,7.35,7.5,7.13,7.49,7.49,7.5,5,95,707,
530307,CHAMANLAL SE,X ,Q,41,41.4,40,40.35,40,40.8,71,9131,370134,
530309,CHANDRA PRAB,XT,Q,22.35,22.35,21.25,21.25,21.25,22.35,4,150,3297,
530315,HIND.TIN WRK,X ,Q,56.4,56.4,54,54.9,54.9,54.55,70,8561,469454,
530317,GODAVARI DRU,X ,Q,16.7,18.4,15.4,17.45,17.45,16.7,17,1798,29955,
530331,PREMCO GLOB.,X ,Q,83.45,87.5,83.45,87.5,87.5,89.75,3,80,6959,
530341,MUKESH BABU ,X ,Q,83.65,90.9,83.65,90.9,90.9,88.05,2,101,8455,
530343,GENUS POWER ,B ,Q,21.45,21.55,21.05,21.1,21.2,21.4,46,7704,163727,
530355,ASIAN OILFIE,X ,Q,74,74.95,68.5,68.7,68.7,74,181,22622,1600912,
530363,UGAR SUGAR  ,B ,Q,12.8,13.2,12.7,13.05,13.2,12.74,35,11730,151984,
530365,ORIENTBELL  ,B ,Q,120.6,123.35,120.5,121.95,121,122.25,10,90,10904,
530367,NRB BEARINGS,B ,Q,95.35,95.4,93.7,94.6,94.95,94,135,4787,453219,
530377,NILA INFRA. ,B ,Q,4.31,4.36,4.22,4.33,4.36,4.34,13,4321,18683,
530405,JINDAL CAP. ,XT,Q,4.69,4.69,4.69,4.69,4.69,4.48,1,500,2345,
530419,SUMEDHA FISC,X ,Q,18.85,18.85,18.7,18.7,18.7,18.85,2,103,1926,XD
530427,CHOKSI IMAG ,X ,Q,14.79,14.79,14.2,14.2,14.2,14.72,5,32,454,XD
530431,ADOR FONTECH,X ,Q,99.05,100.95,99,99.6,99.95,99,45,3653,363122,
530433,SHIVA FERT. ,X ,Q,22.6,22.6,22.6,22.6,22.6,22.55,1,6,135,
530459,VALSON INDUS,X ,Q,20.95,20.95,20.4,20.45,20.45,19.15,4,102,2086,
530461,SABOO SODIUM,X ,Q,4.88,5.35,4.88,4.96,4.96,5.01,137,13724,69257,
530469,GSL SECUR.  ,X ,Q,3.46,3.46,3.46,3.46,3.46,3.64,1,25,86,
530475,TINNARUBR   ,X ,Q,16.15,16.15,16.15,16.15,16.15,17,3,16,258,
530477,VIKRAM THERM,X ,Q,80.5,81.5,80.5,81.45,81.5,81.45,13,595,48344,
530499,A.K.CAPITAL ,X ,Q,264.5,264.5,264.5,264.5,264.5,264.15,1,1,264,
530517,RELAXO FOOT.,A ,Q,465,466.75,454.4,461.35,462.9,461.1,182,1598,735470,
530521,VIRAT INDUS.,X ,Q,36.25,48,36.25,47.85,47.85,40.75,34,1544,69141,
530543,MARG LTD    ,X ,Q,9.96,9.96,9.3,9.96,9.96,9.49,38,16550,163305,
530545,COSCO INDIA ,X ,Q,107,109,107,109,109,107.05,3,47,5075,
530549,SHILPA MEDIC,B ,Q,240,248.95,233.2,244.65,247.7,231.5,146,3239,781395,
